AD043,AD111,AD114,AD115,AD118,AD119,AD120,AD122,AD123,AD127,AD130,AD131,AD136,AD157,AD158,AD159,AD162,AD163,AD164,AD167,AD169,AD170,AD172,AD173,AD177,AD178,AD179,AD183,AD185,AD186,AD187,AD188,AD201,AD202,AD203,AD207,AD208,AD210,AD212,AD213,AD218,AD221,AD224,AD225,AD226,AD228,AD230,AD232,AD234,AD236,AD238,AD239,AD240,AD241,AD243,AD247,AD249,AD250,AD252,AD253,AD255,AD258,AD259,AD260,AD261,AD262,AD266,AD267,AD268,AD269,AD275,AD276,AD277,AD283,AD285,AD287,AD294,AD295,AD296,AD299,AD301,AD302,AD304,AD305,AD308,AD309,AD311,AD313,AD314,AD315,AD317,AD318,AD320,AD323,AD327,AD330,AD331,AD332,AD334,AD335,AD336,AD337,AD338,AD340,AD341,AD346,AD347,AD350,AD351,AD352,AD353,AD355,AD356,AD360,AD361,AD362,AD363,AD366,AD367,AD368,AD370,AD374,AD375,AD379,AD382,AD383,AD384,AD10T1,AD15T1,AD16T2,AD18T1,AD19T1,AD1T1,AD2T1,AD31,AD3T1,AD4T1,AD5T1,AD7T1,NL1179,NL1675,NL1698,NL1884,NL2378,NL2562,NL268,NL279,NL3104,NL3681,NL4083,NL4353,NL504,NL6084,NL6853,NL6943,NL7530
385.18,130.15,112.99,161.65,76.98,46.62,76.17,48.94,16.715,101.15,483.02,47.98,70.18,54.57,112.9,125.69,180.64,150.965,33.72,64.9,169.77,179.563,111.025,200.74,233.93,133.5,136.13,404.58,205.93,74.11,44.055,174.21,119.71,140.97,290.965,54.95,114.43,106.13,172.35,94.09,399.72,210.68,114.12,94.38,124.36,81.875,64.77,108.4,9.02,54.96,86.62,130.01,148.43,160.18,114.56,91.92,296.04,154.49,71.57,93.36,189.483,95.565,0,24.765,54.49,34.57,106.79,51.55,31.24,52.46,123.03,234.455,121.48,64.82,157.36,0,49.43,96.52,54.895,228.78,173.92,296.21,48.14,38.03,110.18,130.42,121.765,62.77,200.56,117.95,56.66,89.3,239.92,45.7,222.54,193.1,194.29,211.13,107.995,226.055,177.12,36.17,144.605,181.9,137.48,72.77,180.845,97.975,197.34,95.42,228.66,0,218.2,24.65,87.05,288.17,0,200.93,85.78,105.37,19.21,121.89,14.39,465.36,117.11,275.645,203.355,92.83,129.51,90.85,78.43,192.33,25.39,22.25,0,32.65,42.55,386.97,242.5,21.85,0,111.41,0,26.78,46.89,0,53.54,59.07,35.15,42.33,60.31,0,63.94,36.54,26.31,60.72
50.23,1723.45,2565.11,392.635,30.42,31.41,723,31.81,2353.25,908.81,65.2,90.57,1228.03,19.14,55.845,2222.88,1217.28,25.365,2277.34,3438.35,2919.16,3647.55,46.815,511.18,169.34,3413.81,381.635,3338.21,304.82,147.87,2392.82,335.61,3410.63,189.42,64.13,231.71,2777.73,82.8,85.59,1609.19,205.27,38.95,4090.96,89.4,101.42,2832.53,473.88,79.99,1658.64,2568.49,2819.69,568.47,239.45,30.26,94.895,56.76,2891.15,1908.75,130.9,2169.38,117.8,1804.15,196.06,13.385,177.19,61.16,63.51,44.33,627.213,148.03,856.01,3562.52,1373.57,507.98,79.18,54.89,64.01,458.37,67.405,2246.98,46.415,141.645,25.95,236.1,1042.29,40.71,1551.55,30.6,97.91,95.11,203.3,3389.89,312.68,44.82,3327.77,1662.51,3262.51,3894.34,108.965,3033.55,36.48,86.32,68.43,99.415,236.54,135.835,99.71,75.72,83.54,81.19,182.66,7.61,116.55,76.35,361.74,35.56,685.65,1788.33,57.17,1330.02,461.23,4485.86,124.175,50.755,24.805,212.35,49.21,396.19,588.31,29,168.62,1061.44,1600.33,0,849.67,334.48,142.75,52.14,75.87,190.13,190.48,220.72,180.46,212.11,193.34,164.44,132.16,101.64,166.33,169.86,340.68,154.64,296.84,202.54,116.51,157.35
19.44,487.56,316.06,74.865,661.34,149.55,61.28,84.24,256.975,587.72,348.16,56.675,189.68,129.63,106.41,123.27,159.01,50.45,252.275,161.19,58.025,0,240.805,38.55,156.64,10.3,60.125,52.515,227.78,13.54,56.77,22.36,223.76,84.82,39.705,13.8,48.44,182.24,423.77,5.39,15.79,51.91,21.28,106.32,149.31,81.915,19.19,87.09,352.56,156.06,346.1,26.15,364.07,60.19,366.07,171.31,32.64,58.02,47.34,137.2,338.11,63.13,463.38,263.8,514.71,505.44,180.34,9.12,485.797,141.91,408.73,34.135,56.39,187.28,52.17,283.27,64.37,275.42,177.435,20.35,33.405,147.11,254.19,374.64,176.77,590.88,33.3,461.47,28.37,463.79,44.82,53.97,12.78,152.42,19.11,104.38,2.4,10.32,88.61,48.16,22.17,390.89,937.395,57.84,263.19,338.635,111.165,398.51,69,258.14,129.33,1691.27,86.5,106.76,270.97,1.69,21.65,21.9,110.95,35.62,370.29,0,55.58,40.555,44.705,347.12,20.735,221.78,25.02,429.09,167.85,8.65,157.66,29.74,1162.33,321.62,149.7,30.49,31.78,191.84,246.44,141.14,102.05,54.11,81.18,235.14,337.74,33.42,92.16,44.01,64.23,471.2,95.25,34.07,38.97,55.09
62.39,134.39,146.795,155.105,260.77,110.96,214.855,78.18,283.455,171.71,222.84,152.835,154.48,45.05,141.52,281.8,313.72,201.02,121.7,86.925,486.625,198.673,138.12,187.75,624.34,205.175,69.41,226.685,162.26,759.99,112.63,239.96,165.35,126.03,130.175,355.38,164.51,186.31,77.47,523.42,183.42,77.83,419.34,77.45,195.21,219.435,120.09,189.58,114.07,342.95,214.6,365.07,194.79,125.62,95.52,215.72,292.45,240.12,268.23,621.96,169.803,223.925,143.32,65.73,166.83,224.775,58.1,164.14,88.9067,165.18,443.77,321.565,214.9,240.4,106.2,38.09,98.8,67.64,65.155,261.965,233.7,315.92,93.43,37.12,188.88,167.25,44.245,34.5,148.73,79.54,244.48,96.37,22.48,89.76,85.57,185.92,50.46,86.02,90.125,68.94,238.18,168.83,100.17,65.605,264.01,75.275,75.085,71.865,471.57,138.09,75.9,103,155.17,116.13,156.84,179.38,69.76,425.54,295.96,729.96,64.44,87.34,85.335,410.44,115.145,44.27,116.84,156.75,86.15,283.76,113.04,250.7,276.83,245.36,53.06,61.11,218.88,147.79,137.07,101.5,61.48,72.08,37.94,85.75,115.62,23.66,78.51,143.5,91.31,125.29,99.56,94.55,129.35,111.31,59.54,122.63
68.06,2668.14,2374.43,255.99,763.44,70.02,374.16,79.19,57.96,118.79,279.27,21.625,371.76,144.74,41.335,523.41,533.06,17.36,95.775,33.035,534.44,125.33,134.315,153.43,177.5,77.765,121.46,327.735,985.16,44.21,441.86,38.86,439.88,82.19,38.165,46.92,216.68,215.76,8.96,38.43,255.67,264.1,401.63,159.1,340.9,43.545,17.25,25.19,135.53,2883.42,121.68,98.45,101.26,398.2,338.795,202.58,109.62,146.14,782.69,155.14,30.35,35.035,22.57,0,29.62,46.975,54.86,69.59,71.28,437.48,475.11,2654.67,108.47,98.33,192.1,0,100.54,1377.36,215.555,45.59,33.495,163.875,79.9,1024.21,105.55,47.06,210.525,84.22,133.23,130.4,23.1,1001.87,1.47,61.55,36.75,99.91,10.2,1920.9,3925.42,1138.24,120.64,164.57,131.605,2314.03,368.12,576.42,89.98,140.675,362.46,22.05,91.3,0,70.47,20.035,33.73,1221.91,16.04,395.65,177.27,304.42,51.2,229.46,133.295,288.96,95.78,34.97,361.36,53.56,226.52,47.05,305.64,40.44,24.42,0,0,61.11,110.33,68.77,158.21,0,10.01,99.9,0,8.86,53.59,16.57,76.66,49.45,52.16,23.11,3.81,9.27,38.18,43.93,15.24,59.78
173.65,83.44,137.385,285.505,128.55,157.73,314.35,229.01,250.5,216.4,103.74,238.285,268.26,177.95,181.415,149.13,199,138.25,202.605,110.25,91.94,99.2233,184.62,262.94,144.86,78.925,184.305,176.855,301.97,397.14,247.05,144.75,222.91,141.85,144.605,139.29,190.58,152.8,198.61,96.92,162.54,148.31,187.54,145.16,76.49,177.395,279.61,180.44,281.58,190.3,141.28,216.52,144.86,203.14,114.915,253.85,189.9,250.92,236.51,225.43,220.197,152.08,231.96,198.28,232.26,107.43,220.35,162.34,197.98,159.05,181.09,205.35,243.25,195.36,162.18,264.81,150.59,205.36,195.765,349.52,519.2,140.16,203.99,194.83,219.33,135.37,195.77,188.52,163.5,264.19,150.25,232.63,281.96,112.69,229.305,153.62,117.4,246.79,261.735,388.17,402.12,221.06,144.305,264.595,374.775,194.43,157.175,173.985,225.57,229.81,184.46,241.54,231.76,226.59,247.26,209.37,187.02,290.51,264.05,241.54,271.46,111.03,347.39,299.645,256.2,220.81,176.575,296.99,251.63,226.52,293.66,281.24,175.21,406.76,126.25,373.38,241.12,153.61,291.53,180.72,228.57,238.92,258.66,232.88,260.5,212.17,212.68,219.45,192.8,244.15,253.24,259.59,156.11,278.2,141.84,185.5
112.69,297.62,285.395,203.79,229.52,148.38,202.325,236.12,131.34,234.05,493.87,132.635,225.94,227.795,517.835,394.02,170.65,152.76,145.125,255.27,191.165,271.983,471.96,213.73,113.2,245.975,229.925,479.315,145.19,65.22,136.945,225.27,302.66,215.93,367.225,257.84,263.93,290.95,80.18,218.43,458.11,272.19,237.76,319.39,192.22,290.475,157.98,254.5,156.99,149.84,236.32,225.68,290.47,232.08,215.925,255.32,340.79,240.89,53.62,152.45,666.183,156.792,100.58,144.905,135.23,110.51,118.69,269.11,1269.85,132.11,115.65,260.455,242.07,194.21,199.82,34.73,159.575,131.16,115.22,166.005,124.82,140.17,161.36,108.08,122.75,387.91,202.2,160.25,359.38,170.87,142.38,311.34,507.41,179.82,212.19,260.6,142.79,214.22,198.615,210.085,268.74,109.45,142.22,207.595,150.455,204.745,202.61,149.525,306.95,87.76,277.25,110.92,185.53,125.775,500.1,206.93,153.24,251.79,162.41,151.01,80.98,207.75,131.835,124.56,224.275,125.22,260.155,117.57,98.71,203.82,180.92,172.59,143.04,166.47,185.24,268.63,220.05,361.99,215,160.23,156.54,209.22,188.25,114.01,202.45,466.8,106.25,229.99,205.63,285.69,237.41,272.69,236.55,188.57,138.67,278.48
286.17,481.25,257.705,415.045,708,327.09,753.95,471.1,853.61,986.46,345.09,611.905,1317.87,476.405,198.87,412.68,768.14,364.945,921.515,292.195,740.57,497.357,438.22,373.52,887.63,187.555,211.44,317.83,250.59,445.7,826.955,194.99,300.96,339.53,322.19,277.95,381.9,413.92,1092.6,489.93,415.03,278.66,305.7,571.26,333.92,546.28,276.69,320.41,387,317.23,484.26,236.87,590.85,384.2,340.095,957.37,517.22,378.46,671.73,1258.41,830.473,569.543,876.28,472.89,575.17,426.935,364.04,561.23,267.303,767.06,591.3,291.165,607.84,931.34,497.61,1140.49,842.515,261.41,247.145,790.79,416.36,538.53,372.31,663.09,680.64,191.35,403.405,577.48,485.71,724.9,276.76,221.53,329.66,355.78,265.355,581.66,265.59,315,397.74,927.75,1105.62,1179.11,267.86,362.745,400.38,285.03,186.33,401.25,244.92,570.28,214.24,299.65,405.63,854.22,684.7,159.95,260.45,199.82,252.64,412.55,225.27,900.27,323.235,434.01,543.4,586.21,343.755,386.21,414.96,861.38,951.09,718.92,768.7,363.22,262.25,522.13,551.96,200.21,346.49,425.99,329.76,422.59,364.61,528.58,350.26,372.69,494.45,359.58,265.58,415.45,265.92,323.2,398.35,311.1,298.79,345.2
328.68,300.8,315.615,283.825,263.79,365.58,446.885,383.95,373.06,423.36,279.27,357.365,350.56,311.345,341.225,331.76,460.62,255.11,293.595,275.9,651.325,286.34,444.07,405.13,264.98,197.545,369.17,405.66,286.74,501.76,241.46,192.4,305.21,384.31,392.075,433.87,293.12,316.36,423.77,177.96,637.74,349.75,277.78,311.43,295.01,307.98,415.23,254.5,328.9,387.39,431.23,465.77,390.16,278.75,309.345,357.28,330.64,331.11,278.21,375.96,374.257,325.24,453.23,510.365,542.81,381.45,313.29,270.01,214.06,276.51,573.78,465.32,238.53,368.53,328.94,534.09,337.11,272.95,300.175,591.19,1055.98,615.895,319.53,393.24,343.37,332.21,397.02,279.17,389.66,263.15,235.66,316.38,334.51,318.3,381.895,570.66,226.96,300.8,542.605,466.24,273.24,323.84,216.975,279.185,296.55,280.765,353.47,311.11,342.36,419.79,156.46,357.6,336.72,396.765,309.26,359.95,321.29,514.15,226.39,305.32,351.64,211.7,410.685,401.815,863.17,243.645,293.71,434.1,268.22,388.13,612.7,312.71,390.69,226.55,348.62,272.83,259.92,342.9,248.7,444.51,376.7,397.76,437.46,401.74,488.65,212.17,505.58,464.1,499.13,454.14,426.5,357.98,453.53,447.79,361.52,343.32
199.7,195.92,162.47,149.425,124.51,112.13,198.6,179.3,177.33,212.88,225.89,207.65,176.56,216.825,175.685,258.64,384.91,210.77,230.66,183.225,219.2,257.773,185.14,279.65,293.37,305.57,210.99,245.715,158.47,367.57,231.61,137.81,278.03,155.92,152.4,154.35,131.45,166,296.71,121.44,172.98,197.72,188.47,105.33,108.4,129.87,156.04,125.65,204.22,186.41,153.66,196.17,132.4,173.26,101.54,223.03,440.95,285.01,248.28,261.68,289.24,265.985,191.58,315.21,195.21,80.76,116.52,89.42,108.153,119.86,169.11,186.305,188.89,191.9,168.94,207.72,145.66,314.98,199.93,482.405,138.94,263.275,238.77,139.99,165.38,163.7,154.285,110.54,122.92,263.15,98.07,149.87,219.7,201.95,268.65,203.89,368.31,397.12,214.725,295.225,251.66,148.96,232.25,200.055,180.82,141.8,160.59,174.31,202.98,108.55,126.61,190.48,144.61,227.58,114.48,198.83,167.71,245.16,124.68,103.58,190.06,241.3,166.7,284.64,241.805,165.54,165.48,192.73,161.87,211.61,170.92,192.33,172.28,173.97,165.58,239.33,230.58,276.93,221.87,218.4,124.27,159.36,111.34,143.19,222.24,98.96,147.88,142.69,122.83,122.77,171.12,119.11,135.81,128.57,121.26,125.44
0,234.08,476.26,1843.67,1748.75,372.57,999.61,0,259.475,2313.7,2293.86,0,1039.42,846.125,1730.76,1571.78,2858.56,101.95,548.45,163.18,2041.11,3372.68,1489.9,2577.99,18.65,3619.44,942.49,2174.64,1579.04,11.13,629.775,2435.87,1461.9,904.38,1052.83,1084.78,2892.69,781.37,1051.52,1338.52,627.15,24.37,3619.67,1873.85,1882.96,576.17,1017.47,3500.35,1079.82,175.51,472.82,3644.35,3411.2,384.2,2156.03,2145.85,1941.46,3234.46,1374.71,969.61,2977.81,1674.4,901.53,2346.13,324.28,161.37,975.27,2030.36,1292.71,731.12,42.84,1847.3,169.98,148,279.85,0,1064.92,77.54,1135.85,176.645,565.525,793.29,439.8,523.49,2937.72,2541.06,1088.42,355.21,564.97,1651.06,2452.1,2784.42,205.15,1657.35,3021.6,1446.07,2817.54,2974.48,1399.21,385.08,392.18,15.39,3881.75,387.3,0.615,2774.33,601.97,559.31,384.16,18.76,2192.05,994.08,3246.17,9.69,2361.78,3415.98,2885.96,3058.83,240.09,75.85,884.89,0,143.835,20.605,420.545,271.12,153.205,976.71,3066.78,1442.76,3024.06,2906.76,2094.52,1943.4,9.74,2671.83,2579.68,29.04,1662.19,2761.06,2520.46,3909.1,2519.22,2335.32,2567.06,1164.95,1474.52,3097.76,2942.62,3501.61,3116.26,2279.12,3493.53,2783.76,2485.45,2545.89
1128.77,2274.48,1472.05,1449.98,918.93,548.33,2068.73,1166.29,961.77,729.38,1023.04,1026.88,918.15,835.415,1612.62,1838.32,1542.88,155.435,1322.99,2392.29,2295.32,3603.72,1176.34,1494.74,1404.28,3601.68,1421.41,2818.07,1709.44,581.91,1599.03,1613.42,3172.32,901.6,1956.7,1173.82,2034.09,1250.6,1434.5,1575.43,2217.36,1091.49,2205.64,1070.19,1383.43,1621.01,1539.67,1047,1531.23,2047,1241.05,1586.9,1541.66,1226.07,1073.74,1038.31,2354.62,1569.59,1978.05,1359.86,1621.49,1668.76,665.42,947.945,759.65,935.995,777.59,1242.81,1649.71,697.52,1676.75,1768.43,1217.19,1082.71,1240.03,1009.39,927.725,1120.54,1047.94,1252.72,762.68,1525.73,892.84,923.25,1146.96,1437.36,996.49,334.74,982.11,1197.64,1471.17,2169.26,1386.51,833.33,3217.38,1573.8,2903.6,1594.98,1142.84,1418.05,1467.19,872.55,1496.86,965.27,1401.01,1247.66,1461.13,1292.59,1521.35,425.19,1584.96,1116.37,1091.5,978.31,1258.75,2423.04,1369.24,2069.45,1490.36,1291.02,1025.41,80.42,1663.27,1600.6,1499.78,1834.66,857.77,952.38,1516.63,341.06,1344.1,1152.27,1178.08,1822.16,1641.09,2791.13,901.81,1446.54,1034.36,1185.74,878.1,1078.34,939.73,934.79,1282.52,1332.32,1276.4,1124.8,1237.87,1046.9,1157.51,1429.45,1079.98,1742.72,1365.12,1136.77
85.91,213.95,144.735,485.745,182.09,71.19,427.31,293.09,50.635,211.7,72.75,51.335,158.56,64.24,213.375,233.94,114.29,119.545,102.065,76.49,726.025,359.36,117.045,183.11,122.24,250.095,184.215,162,1721.1,49.05,215.49,90.96,278.88,193.84,296.625,141.3,329.4,121.34,72.96,298.29,72.53,54.34,237.76,144.16,142.32,183.84,76.41,135.8,85.11,624.73,63.95,458.65,197.47,48.03,172.47,71.81,609.25,156.01,291.84,148.86,190.79,243.443,78.38,56.085,113.38,187.725,86.23,158.75,227.883,117.41,75.1,386.26,59.94,113.35,85.94,37.25,75.845,142.7,97.21,346.755,150.665,169.56,310.51,98.06,153.34,209.09,136.45,115.41,92.04,113.8,160.08,426.32,62.07,210.8,299.225,358.23,607.03,303.17,326.82,36.3,204.05,73.74,337.935,106.16,60.195,152.765,135.195,231.16,220.73,48.34,116.65,215.96,134.78,42.925,139.87,369.76,144.4,467.62,275.45,168.92,175.74,110.04,121.445,176.035,189,39.875,78.23,414.7,350.05,188.27,578.57,150.9,190.82,617.34,42.03,1300.2,113.23,99.89,111.21,120.2,86.42,152.65,85.81,142.33,178.93,196.27,110.88,172.54,174.01,178.28,257.99,181.31,175.5,143.36,180.65,183.63
258.41,461.26,310.275,422.55,301.06,345.75,260.82,217.84,368.58,411.61,201.54,143.07,220.98,203.315,163.475,290.92,551.78,171.705,282.25,177.435,284.3,398.373,318.68,303.81,297.95,622.2,275.76,275.48,733.26,234.15,145.49,268.45,135.76,243.39,217.92,521.47,446.67,242.17,195.89,208.08,278.52,151.55,355.06,208.88,269.07,270.1,192.01,276.81,295.56,293.07,199.1,269.44,268.98,280.61,318.45,234.75,329.91,346.05,383.93,412.87,174.17,289.833,333.24,197.7,174.42,264.61,275.47,275.38,129.53,564.88,203.2,427.665,385.98,332.76,203.68,186.73,240.13,299.32,254.005,173.57,409.645,371.07,310.51,280.25,168.72,221.16,241.045,265.53,94.98,235.17,373.25,440.43,129.15,262.25,367.64,255.19,526.44,393.1,318.18,295.955,224.7,369.16,523.28,215.695,190.3,341.14,800.8,160.48,185.24,158.86,288.93,273.1,238.91,185.615,218.65,554.95,170.93,283.87,463.98,389.99,194.46,127.81,367.81,392.425,289.705,198.795,237.24,219.59,262.44,168.53,416.32,323.96,399.55,342.43,281.89,439.38,252.86,131.81,177.33,207.25,213.97,155.53,163.34,297.2,247.46,144.1,219.16,170.12,244.14,245,200.29,291.33,206.93,216.52,218.68,233.39
755.01,767.59,925.01,777.49,711.96,509.97,523.32,553.43,696.3,510.28,1003,720.975,578.69,1170.76,805.035,654.25,672.05,651.91,825.13,702.13,578.62,648.593,801.515,873.78,509.9,645.26,661.2,1037.68,1171.19,512.49,830.63,866.51,814.73,633.41,342.955,305.09,563.44,743.09,778.6,563.35,607.9,769.56,952.32,671.79,486.31,1022.14,895.13,379.2,1015.58,900.98,849.38,690.4,435.2,935.19,371.22,686.8,862.93,436.76,521.91,813.42,629.91,786.743,600.33,751.17,441.92,344.56,519.24,690.91,1718.82,549.14,670.62,705.17,1025.54,588.5,710.58,994.49,606.28,800.73,943.4,703.815,941.815,448.19,836.79,575.49,814.51,498.21,540.715,713.9,523.34,638.8,318.74,703.2,577.59,818.44,712.405,607.36,521.06,1250.03,714.515,843.585,600.53,757.69,407.495,802.305,854.34,508.915,478.22,546.515,549.08,964.43,375.77,442.72,306.03,893.655,844.09,548.32,422.76,793.36,749.5,437.85,685.87,598.22,663.835,742.165,942.5,954.33,961.195,528.86,717.44,655.81,408.88,687.56,647.99,1254.45,514.82,686.02,1017.09,788.78,600.62,324.54,390.76,326.05,477.04,369.07,342.46,926.03,588.14,326.03,431.22,412.02,352.66,636.21,343.34,392.59,328.95,402.57
51.85,29.29,36.525,115.105,73.95,25.56,51.72,65.07,31.555,89.4,135.53,45.525,293.32,71.26,152.395,165.34,202.34,47.785,266.695,158.34,37.375,78.4633,135.895,153.43,64.5,75.64,441.175,72.64,24.86,36.94,90.455,95.3,124.78,69.95,68.985,85.07,123.44,128.45,84.69,45.04,45.1,38.14,60.26,43.59,49.57,58.35,45.37,20.11,42.23,80.62,38.19,34.29,60.39,19.03,24.86,127.91,155.12,67.01,24.92,46.11,132.733,26.205,25.22,86,87.58,60.99,46.2,61.47,315.553,53.69,42.84,36.675,56.39,101.79,33.84,15.42,28.715,129.51,60.86,530.575,47.325,69.98,92.63,34.4,138.68,33.66,48.9,227.51,42.98,90.96,83.28,53.97,45.91,175.4,37.16,23.16,133.02,132.97,64.075,22.415,74.07,246.33,145.245,65.05,55.52,40.725,192.85,58.015,80.31,43.96,95.83,19.06,55.15,36.175,263.06,83.97,20.85,42.89,77.77,21.31,30.24,30.07,51.01,52.355,175.815,37.875,48.68,151.74,37.49,116.66,250.14,34.47,46.75,35.35,157.72,65.09,87.76,55.75,32.46,16.77,5.18,67.28,14.04,19.95,21.63,83.02,41.53,30.22,15.6,32.3,34.41,11.32,35.42,22.57,4.17,63.53
91.59,89.81,242.285,177.765,138.66,55.98,544.04,122.62,216.125,344.6,444.36,123.775,175.74,89.29,184.15,340.13,245.12,203.55,109.57,201.86,813.575,823.247,113.055,526.07,177.5,410.37,788.99,550.005,315.3,90.3,179.83,156.88,352,690.19,124.85,270.91,440.59,151.79,563.93,99.75,655.07,87.55,464.07,175.03,203.2,327.71,123,456.17,402.07,276.72,232.18,590.83,163.57,408.47,284.935,261.95,324.85,1042.08,276.4,468.57,376.25,541.225,358.74,271.79,779.17,310.325,71.09,54.25,213.123,234.94,76.94,212.145,660.4,248.49,139.98,48.17,100.48,89.92,147.085,234.36,274.625,100.935,215.3,359.78,472.94,272.35,511.83,91.04,177.57,357.37,87.23,295.19,67.73,249.82,505.315,273.22,817.94,782.77,222.765,192.33,59.75,192.37,100.26,411.365,132.085,365.985,84.665,276.245,191.69,99.8,90.39,152.78,724.34,215.825,203.68,716.75,232.97,889.68,259.48,490.34,356.03,68.58,167.16,614.675,83.1,47.78,154.64,308.2,306.72,475.88,508.77,813.09,584.39,39.09,3.44,412.8,315.64,202.4,259.04,367.22,363.5,512.25,631.27,761.13,382.35,434.28,125.68,446.75,236.43,452.42,523,188.85,180.12,226.39,234.53,101.99
624.22,552.68,722.21,388.83,589.68,656.24,775.03,877.88,540.945,804.09,904.76,445.12,604.3,1251.53,585.08,513.01,1311.72,472.95,494.52,815.57,1570.49,877.393,1013.47,977.6,655.47,610.435,890.49,660.465,291.5,472.07,617.745,450.26,594.42,451.77,930.29,764.22,539.03,489.07,666.21,311.42,745.7,494.59,305.7,494.6,557.81,682.515,616.8,398.45,903.94,826.16,1330,877.07,1142.13,488.75,325.515,1061.1,724.66,709.08,508.97,639.08,964.477,945.467,548.82,997.465,947.7,568.09,419.06,284.32,190.257,291.18,818.2,1085.37,1389.07,625.26,387.56,331.96,731.34,880.85,341.23,1372.9,201.515,1269.53,496.24,737.93,1358.93,765.94,836.175,842.38,498.75,436.95,459.46,833.72,820.22,485.08,726.025,762.14,1037.36,689.05,312.43,941.745,792.87,993.9,509.09,523.515,840.42,484.215,909.105,501.905,478.77,441.38,382.9,1098.28,679.91,778.115,723.57,726.83,401.38,1187.47,190.99,397.2,518.08,575.56,451.05,1169.81,1423.74,693.265,239.84,1334.61,509.75,693.91,762.7,933.13,538.78,121.47,689.99,426.06,535.63,446.56,574.39,647.28,486.69,539.87,626.29,536.7,673.14,187.43,494.45,594.66,432.96,544.08,500.19,551.27,443.23,525.29,492.01,434.57
233.93,445.46,722.34,1041.37,1632.36,414.53,816.235,518.4,700.805,405.73,528,1096.39,1439.17,349.525,328.44,1267.97,401.35,75.055,623.675,324.865,1088.11,312.12,149.995,516.77,842.66,1065.23,490.22,627.09,555.22,1065.85,2128.84,1374.73,1028.67,540.47,1132.94,1540.31,628.65,716.86,2304.17,710.26,392.07,381.21,1283.48,1331.63,352.86,837.29,841.24,654.19,468.82,620.04,1451.43,751.32,850.82,715.89,900.76,1888.92,1100.55,431.94,532.09,1116.23,628.497,1704.21,400.8,400.03,322.83,526.28,519.24,741.41,3882.8,608.39,959.26,557.47,1287.85,459.61,454.62,1353.37,220.35,579.57,1011.71,1020.47,1818.38,1002.14,1079.77,560.34,674.26,295.14,395.74,263.58,314.14,289.05,457.53,463.61,186.55,486.88,517.845,419.98,853.88,1008.49,656.635,1210.16,991.69,689.6,332.905,596.915,972.025,506.73,1070.73,548.455,377.73,1854.01,184.46,639.71,516.8,582.615,1333,945.63,431.83,300.47,680.65,593.88,502.79,783.3,1239.02,808.51,678.19,636.955,542.43,475.61,752.45,822.93,709.91,417.38,546.71,976.99,256.75,572.15,640.28,132.54,626.25,444.51,443.97,526.54,526.65,524.07,471.84,2894.25,541.76,479.82,466.87,411.16,387.1,572.92,451.66,466.74,359.14,564.53
1797.42,1213.72,1290.85,1482.66,2111.01,692.14,1462.97,1114.27,1657.48,466.83,1276.68,823.07,1036.63,1128.74,1238.85,1025.06,1031.56,1929.72,912.71,800.225,1911.65,673.123,1503.67,1387.58,2196.74,1004.57,1434.99,875.075,1406.43,420.17,1777.56,606.63,1357.5,1682.99,2209.95,1091.8,567.52,613.76,1748.37,494.59,2264.9,1778.77,768.91,1282.48,661.76,500.49,649.13,332.58,609.97,793.39,735.54,924.65,1126.47,2964.4,1103.39,980.57,966.38,781.74,788.36,1331.41,998.667,1700.04,325.97,641.77,786.84,619.92,656.72,538.34,638.617,952.52,1772.38,912.955,2921.78,1146.65,1526.65,232.07,661.635,1104.01,669.005,1846.51,1556.5,1324.01,1395.38,607.78,1246.7,1948.09,483.795,825.85,1904.07,968.25,514.39,868.8,2423.1,767.43,1368.68,1338.07,1912.91,1292.88,1432.28,2095.95,1100.11,986.93,687.98,2209.85,1362.53,330.535,1655.2,841.675,1155.26,340.76,803.16,916.62,627.25,1155.88,861.36,1812.23,861.75,1909.76,578.89,1000.69,1013.65,1184.35,1244.05,2344.82,714.975,1511.71,1566.61,2498.81,1202.65,993.68,1552.06,523.69,593.32,1130.22,870.65,655.56,1026.73,2165.37,1555.54,938.22,807.97,598.83,472.18,377,580.88,459.77,933.59,703.03,674.33,512.87,509.96,1992.43,516.41,586.35,585.32,554.16
